Id,have_youMentalHealthBenefits,Country,Mental_Consequences,isCompany_Technical,discuss_Family,isConsequenceSerious,Age,isSelfEmployed,have_you_PhysicalHealthConversations,isAnonymous,have_you_MentalHealthConversations,have_you_seeked_MentalHealthHelp,feel_Recovering,isPart_of_MentalHealthProgram,know_you_MentalCareOptions,isMental_asGoodas_Physical,isMentalIllness_family,discuss_Peers,iswork_disturbed,Physical_Consequences,istreatment_required,Additional_Data,isWork_Remote,Approx_Acquaintances,Gender
263,No,9,Maybe,1,Some of them,0,29,0,Yes,Yes,No,No,Very difficult,No,Yes,No,1,Some of them,Rarely,No,1,,0,6-25,male
520,Yes,1,Maybe,1,Yes,0,62,0,Maybe,Don't know,Maybe,Yes,Don't know,Don't know,Yes,Yes,0,Some of them,Never,No,0,,0,More than 1000,M
271,Yes,1,No,0,Yes,0,23,0,Maybe,Yes,Maybe,Don't know,Don't know,Don't know,No,Yes,1,Some of them,Never,No,1,,0,100-500,female
656,No,9,No,1,No,0,29,0,No,No,No,No,Somewhat difficult,No,No,Yes,0,Some of them,Rarely,Maybe,0,,0,1-5,male
1223,Don't know,3,Maybe,1,Some of them,1,23,0,Maybe,Don't know,No,No,Somewhat easy,No,No,Yes,0,Some of them,Never,No,0,Although my employer does everything they can to accommodate employees with mental health problems when those individuals cannot carry out any work assigned to them (even over the course of months) they appear to have no alternative but to terminate their employment. However I believe this would be the same for a physical health problem. ,0,26-100,Male 
122,Don't know,1,No,1,Yes,0,33,0,Maybe,Yes,No,Don't know,Very easy,Don't know,No,Yes,1,Yes,Sometimes,No,1,,1,6-25,Male
992,Yes,1,No,1,No,0,30,0,No,Yes,No,Don't know,Very easy,Yes,Yes,Yes,1,Some of them,Sometimes,No,1,,0,26-100,Female
1056,Don't know,1,Maybe,1,Yes,0,27,0,Maybe,Don't know,Maybe,Don't know,Don't know,No,No,Don't know,0,Some of them,Never,No,0,,0,6-25,Male
1010,Yes,1,Maybe,0,Yes,0,40,0,No,Yes,No,Yes,Don't know,Yes,Yes,Don't know,0,No,,No,0,,0,More than 1000,male
737,Don't know,3,Maybe,1,No,0,33,0,Maybe,Don't know,No,No,Don't know,No,Not sure,Don't know,0,Some of them,Sometimes,No,1,,0,26-100,Male
459,Yes,1,Maybe,1,Some of them,0,37,0,No,Don't know,No,No,Don't know,No,No,Don't know,0,Some of them,,Maybe,0,,0,500-1000,M
969,No,3,No,1,Yes,0,33,1,No,Yes,No,Yes,Very easy,Yes,Yes,Don't know,0,Some of them,Sometimes,No,1,,1,1-5,female
783,Don't know,1,No,1,Yes,0,33,1,Maybe,Don't know,No,No,Don't know,No,No,Don't know,0,Yes,,No,0,,0,1-5,M
569,Don't know,1,Maybe,1,No,0,38,0,No,Don't know,No,No,Don't know,No,No,Don't know,1,Some of them,Sometimes,Maybe,1,,0,100-500,Make
601,No,1,No,1,Yes,0,35,1,Maybe,Don't know,No,Yes,Very easy,Yes,No,Yes,1,Yes,,No,0,The supposed divide between mental and physical health needs to done away with and probably will be as our knowledge of the brain increases. That said we are often employed for our ability to provide value. If any issue prevents is from providing value that creates a very real challenge for the employer who is responsible to shareholders and other team members who are providing value. There are no easy answers here.,1,6-25,Male
1111,Yes,5,Maybe,1,Some of them,0,29,0,Yes,Yes,No,No,Somewhat easy,No,No,No,0,Yes,Often,Maybe,1,,0,6-25,M
743,Yes,1,Maybe,1,Yes,0,31,0,Yes,Don't know,Maybe,Don't know,Somewhat easy,No,Yes,Don't know,1,Some of them,Sometimes,No,1,,0,26-100,Male
395,Yes,1,Maybe,0,Some of them,0,29,0,No,Don't know,No,Don't know,Don't know,No,Not sure,Don't know,0,Some of them,Never,No,0,,0,More than 1000,Male
97,Don't know,13,No,1,Yes,0,31,0,Yes,Don't know,Maybe,No,Don't know,No,No,No,1,Some of them,Sometimes,No,1,,0,6-25,male
442,Yes,1,Maybe,1,Yes,1,41,0,Yes,Yes,Maybe,Yes,Don't know,Yes,Yes,Yes,0,Some of them,Sometimes,No,1,,0,More than 1000,m
1156,Don't know,7,Yes,1,Some of them,0,37,1,No,Don't know,No,Don't know,Very easy,Don't know,Not sure,Don't know,0,Some of them,Never,Yes,0,,1,1-5,Male
1095,No,1,No,0,No,1,36,1,No,No,No,No,Very difficult,No,Yes,No,0,No,Sometimes,No,1,,0,1-5,male
196,Don't know,1,Maybe,1,No,0,35,0,No,Don't know,No,No,Don't know,No,Not sure,Don't know,0,Some of them,Never,Maybe,0,,1,500-1000,Female
669,Don't know,5,No,1,Yes,0,43,0,Maybe,Don't know,Maybe,No,Don't know,No,No,Don't know,0,Some of them,,No,0,,0,100-500,male
183,Don't know,1,Yes,1,Some of them,0,45,0,No,Don't know,No,Don't know,Don't know,Don't know,Not sure,Don't know,0,Some of them,Sometimes,Yes,1,,0,More than 1000,M
1220,Don't know,1,Maybe,1,No,0,46,0,No,Don't know,No,No,Don't know,No,No,No,1,Some of them,Often,No,1,,0,26-100,Male
862,Don't know,1,Maybe,0,Some of them,0,23,0,Maybe,Don't know,Maybe,Don't know,Don't know,Don't know,No,Don't know,0,Some of them,Never,No,0,,0,100-500,M
474,Don't know,1,Maybe,1,Yes,0,34,0,Maybe,Don't know,No,No,Very difficult,No,No,Don't know,0,Some of them,Sometimes,No,0,,1,6-25,Male
654,Yes,1,Maybe,0,No,0,32,0,No,Don't know,No,Yes,Very easy,Yes,Not sure,Yes,0,No,Never,No,1,,0,500-1000,M
934,Don't know,1,Maybe,1,Some of them,1,26,0,Yes,Yes,Yes,Yes,Very difficult,No,Not sure,No,1,Some of them,Sometimes,No,1,* Small family business - YMMV.,0,More than 1000,Male
1157,Don't know,3,No,1,Some of them,0,31,0,No,Don't know,No,Don't know,Somewhat easy,No,Not sure,Don't know,1,Some of them,Never,No,1,When I've had a depression I was lucky to have an awesome manager who was very understanding and found a budget to pay for my therapy sessions.,0,6-25,male
175,Don't know,1,Maybe,1,Some of them,0,31,0,Maybe,Don't know,No,Don't know,Don't know,No,Not sure,Don't know,0,No,Never,No,0,,0,26-100,male
1181,Yes,1,Maybe,0,No,1,38,0,Maybe,Yes,No,Yes,Don't know,Yes,Yes,No,1,Some of them,Sometimes,No,1,,0,More than 1000,male
81,Yes,3,No,1,Yes,0,23,0,Maybe,Don't know,Maybe,Don't know,Very easy,Yes,Not sure,Yes,0,Some of them,Never,No,0,,0,26-100,Male
267,Don't know,3,Maybe,1,Some of them,1,32,1,Maybe,Don't know,Maybe,Don't know,Very easy,Don't know,Not sure,Don't know,1,Yes,Sometimes,Maybe,1,Some of these questions were difficult to answer as being self-employed they didn't all apply to me.,1,1-5,Male
77,No,1,No,1,Yes,0,31,1,Maybe,Yes,Maybe,No,Somewhat difficult,No,No,Yes,1,Yes,Sometimes,No,0,,1,1-5,Male
780,Don't know,3,No,1,Yes,0,43,0,Yes,Don't know,Yes,Don't know,Don't know,No,No,Don't know,0,Yes,Never,No,1,,0,26-100,Male
829,No,1,No,0,Yes,0,35,0,No,Yes,No,No,Don't know,No,Yes,Yes,1,Some of them,Sometimes,No,1,,0,1-5,Male
766,Yes,1,Maybe,1,No,0,33,1,No,Yes,No,Yes,Somewhat easy,Yes,Yes,No,1,Some of them,Sometimes,Yes,1,,0,1-5,Female
1241,No,9,Maybe,1,No,0,31,1,No,Don't know,No,No,Somewhat easy,No,No,Don't know,0,Some of them,Often,No,1,,1,6-25,Male
1038,No,1,No,1,Yes,0,34,0,Maybe,Don't know,No,No,Very easy,No,Not sure,Yes,0,Some of them,Sometimes,No,0,,0,1-5,Female
491,Don't know,1,No,0,Some of them,0,30,0,No,Don't know,No,No,Don't know,No,Not sure,Don't know,0,Some of them,Rarely,No,0,,0,100-500,M
88,Yes,1,Maybe,1,Some of them,1,29,0,Maybe,Don't know,No,No,Don't know,No,Yes,No,0,Some of them,Sometimes,No,1,,0,26-100,F
472,Don't know,1,Yes,1,No,0,29,0,Maybe,Don't know,No,No,Very difficult,No,No,No,0,No,Sometimes,No,0,,0,6-25,Male
553,No,3,Maybe,1,Some of them,0,21,0,No,Yes,No,No,Somewhat easy,Yes,Yes,Yes,0,Some of them,Sometimes,No,1,,0,26-100,Agender
1006,Yes,1,No,0,Yes,0,38,0,Yes,Yes,Yes,Yes,Very easy,No,Yes,Don't know,1,Yes,Sometimes,No,1,While mental health is a part of our insurance program the UCR is 50% of 140% of medicare which means a solo mental health practitioner who will charge in my area $150-$180 a session will only result in a $45-$60 reimbursement and thus a very high out of pocket expense. This usage of a different schedule for UCR and often the lower rate is very hard to determine before purchasing insurance even in the new health insurance exchanges.,1,100-500,m
974,Don't know,11,No,1,Yes,0,29,0,Yes,Don't know,Maybe,No,Somewhat easy,No,Not sure,Don't know,0,Some of them,,No,0,,0,6-25,Male
399,Don't know,2,Maybe,1,Some of them,0,29,0,Maybe,Yes,No,Don't know,Somewhat easy,Don't know,Not sure,Yes,0,Some of them,Sometimes,No,1,Being in Canada there are several health options that are available to Canadian citizens/perm residents for free so employers may not provide resources because they are available elsewhere. Otherwise good quiz. I hope this benefits everyone who's dealt with mental health issues in the past!,0,100-500,Male
117,Yes,2,Maybe,0,Yes,0,27,0,No,Yes,No,Yes,Very easy,Yes,Yes,Don't know,0,Some of them,Rarely,No,0,,0,6-25,Male
425,Don't know,1,No,0,Some of them,0,21,0,Maybe,Yes,Maybe,Yes,Don't know,No,Not sure,Yes,0,Some of them,Sometimes,No,0,,0,6-25,M
294,Yes,1,No,1,Some of them,0,56,0,Maybe,Don't know,No,Don't know,Don't know,Don't know,Not sure,Don't know,0,Yes,Never,Maybe,1,,0,More than 1000,Male
505,Yes,1,Maybe,1,No,0,46,0,No,Don't know,No,Yes,Don't know,Yes,Yes,Yes,0,Some of them,Sometimes,No,1,,0,More than 1000,male
552,No,2,Maybe,1,Some of them,0,29,0,No,Don't know,No,No,Don't know,No,No,Yes,0,Some of them,Sometimes,No,1,The family history question needs a don't know option.,0,1-5,female
1197,No,18,Yes,1,Yes,0,34,0,Maybe,Don't know,No,No,Somewhat difficult,No,No,No,0,Some of them,Often,Maybe,1,,0,6-25,male
2,No,2,No,1,Yes,0,32,,Yes,Don't know,Yes,No,Somewhat difficult,No,No,No,0,Yes,Rarely,No,0,,0,6-25,Male
1164,Yes,1,Maybe,0,Some of them,0,46,0,Maybe,Yes,No,No,Don't know,No,Yes,No,0,Some of them,Often,No,1,,1,100-500,Female
338,Yes,1,Yes,1,No,0,24,0,Maybe,Yes,No,Don't know,Don't know,Don't know,Yes,Don't know,0,No,,No,0,I think there might be some bugs in my thought but I haven't sought treatment because they're not worse than annoying and I worry about having the label.,0,More than 1000,Male
356,Don't know,1,Maybe,1,Some of them,0,33,0,No,Don't know,No,No,Don't know,No,Not sure,Don't know,1,Some of them,Sometimes,No,1,,0,26-100,M
900,No,1,Yes,0,No,0,25,0,Maybe,Don't know,No,No,Don't know,No,No,No,1,No,Rarely,Maybe,1,,0,26-100,Male
182,Don't know,3,No,1,Yes,0,28,0,Maybe,Yes,Maybe,Don't know,Somewhat easy,No,No,Don't know,0,Yes,Never,No,0,,0,26-100,Female
1141,Don't know,22,Maybe,1,No,1,29,0,Yes,Don't know,No,Don't know,Don't know,Don't know,Not sure,Don't know,0,No,Rarely,Maybe,0,,0,More than 1000,Male
657,No,11,No,1,Yes,0,32,1,Maybe,Don't know,No,No,Don't know,No,No,Don't know,0,Some of them,Never,No,0,,1,1-5,male
863,No,1,Yes,1,Yes,0,33,0,Maybe,Don't know,No,No,Very difficult,No,Yes,No,1,Some of them,Often,No,1,,1,6-25,Male
775,Yes,2,Yes,0,Yes,1,39,0,Maybe,Yes,No,Yes,Very easy,Yes,Yes,No,0,Some of them,Sometimes,No,1,,0,100-500,Male
665,No,18,Maybe,1,No,0,30,0,No,Don't know,No,No,Very difficult,Don't know,No,No,0,Some of them,Sometimes,Maybe,1,,1,26-100,Male
864,Yes,1,Yes,0,No,0,46,0,Maybe,Yes,No,Yes,Somewhat easy,Yes,Yes,Yes,0,No,Rarely,Maybe,1,,0,More than 1000,Male
1016,Don't know,1,No,1,Yes,0,26,0,Maybe,Don't know,No,No,Somewhat easy,No,Not sure,Yes,0,Yes,,No,0,,0,6-25,F
1231,No,3,Maybe,1,Some of them,1,24,1,Maybe,Don't know,No,No,Don't know,No,No,Don't know,0,Some of them,Sometimes,Maybe,1,,1,6-25,Cis Man
239,Yes,2,No,0,Yes,1,28,0,No,Yes,No,Yes,Don't know,Yes,Yes,No,1,Some of them,Sometimes,No,1,,0,6-25,Female
110,Yes,1,Yes,1,No,0,22,0,Yes,Yes,No,Don't know,Don't know,No,Yes,No,0,No,Sometimes,No,1,,0,500-1000,Male
1024,Don't know,1,Maybe,1,Some of them,0,37,0,Maybe,Don't know,No,No,Somewhat easy,No,No,No,1,Some of them,Sometimes,No,0,My employer is extremely easy to work with and e.g. I have enormous leeway with flex time so I could take care of myself under that umbrella but I don't know and don't have a history of bring up mental health at the workplace so I am cautious in that area.,1,26-100,Male
506,Yes,1,Maybe,0,Yes,0,42,0,Yes,Don't know,Maybe,No,Very difficult,Yes,No,No,0,Yes,Never,No,0,,0,100-500,male
1069,No,43,Yes,1,No,0,34,0,Maybe,Don't know,No,No,Very difficult,No,No,No,0,Some of them,,Maybe,0,,1,26-100,Male
1125,No,11,Maybe,1,Yes,1,26,1,Yes,Don't know,Maybe,No,Don't know,No,No,No,1,Yes,Often,No,1,,0,1-5,Male
672,Yes,2,No,1,Some of them,0,26,0,No,Don't know,No,Yes,Somewhat easy,Don't know,Not sure,Yes,0,Some of them,,No,0,,1,100-500,Man
825,Don't know,1,Yes,1,Some of them,1,48,0,No,No,No,No,Very difficult,No,No,No,1,No,Often,Yes,0,None of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.,0,26-100,Female (cis)
905,Yes,1,Yes,1,No,1,49,0,Maybe,Yes,No,Yes,Somewhat difficult,No,Yes,No,1,No,Sometimes,Maybe,1,,0,More than 1000,Male
579,Yes,1,Maybe,0,Some of them,0,34,0,Maybe,Don't know,No,No,Don't know,No,No,Don't know,1,Some of them,Sometimes,No,1,Thanks for doing this. It will help end the stigma!,1,26-100,Male
367,No,1,No,1,Some of them,0,36,0,No,Yes,No,No,Very easy,No,Yes,Don't know,1,Some of them,Often,No,1,,0,100-500,Male
615,No,1,No,1,Yes,0,30,1,Maybe,Don't know,No,Yes,Somewhat difficult,No,Not sure,Yes,0,Yes,Often,No,1,,1,6-25,Male
983,Don't know,1,Maybe,1,Some of them,0,28,0,Yes,Don't know,No,Don't know,Don't know,No,Not sure,Don't know,1,Some of them,Often,No,1,,0,100-500,male
384,Don't know,1,Yes,1,No,0,26,0,No,Don't know,No,No,Don't know,No,No,No,0,Some of them,Sometimes,Yes,1,,0,6-25,M
200,Yes,1,No,1,Some of them,0,27,0,No,Don't know,No,No,Very easy,No,No,Yes,1,Some of them,Sometimes,No,1,My seniority at the company and rapport with the owners has helped me gain support for seeking help regarding my mental health as well as being able to take time off or work from home when an episode starts.However I don't feel that the company's stance on mental health is as clear as say something like vision or dental.  There's very much a stigma.,0,26-100,Female
503,Don't know,11,No,0,Yes,0,25,0,Yes,Don't know,No,Yes,Don't know,Don't know,Not sure,Don't know,0,Yes,Never,No,0,,0,More than 1000,Male
65,Yes,1,Yes,1,No,1,40,0,No,Don't know,No,Yes,Don't know,Yes,Yes,No,1,Some of them,Sometimes,Maybe,0,,1,More than 1000,Male
422,Yes,27,No,1,Yes,0,28,0,Yes,Don't know,Yes,No,Very easy,Yes,Yes,Yes,1,Yes,Sometimes,No,1,,1,6-25,Male
583,No,1,No,1,Yes,0,35,0,Maybe,Yes,Maybe,No,Very easy,No,Yes,Yes,0,Some of them,Never,No,0,,0,6-25,Male
833,Yes,1,No,1,Yes,0,29,0,Maybe,Don't know,No,No,Don't know,Don't know,Not sure,Don't know,1,Yes,Rarely,No,1,,0,100-500,F
272,Yes,1,No,1,Yes,0,30,0,No,Yes,No,Yes,Very easy,Yes,Yes,Yes,0,Some of them,,No,0,,0,More than 1000,Male
1092,No,1,Yes,1,Yes,0,32,0,Yes,Don't know,No,No,Very difficult,No,Yes,No,1,Yes,Often,No,1,,0,100-500,Male
546,Don't know,3,No,1,Yes,0,30,0,Maybe,Don't know,Maybe,Don't know,Very easy,Don't know,Not sure,Yes,0,Yes,Never,No,0,,1,26-100,Male
165,No,3,No,1,Yes,0,27,1,Maybe,Yes,No,No,Somewhat easy,No,Yes,Yes,1,Yes,,No,0,as a UK-based company we don't have any medical provisions as it's all provided on the National Health Service (for now!) However if we do need to take days off for any kind of health problems everyone is understanding :),1,1-5,Woman
784,Don't know,1,No,1,Yes,0,25,0,No,Don't know,No,No,Don't know,No,No,Don't know,0,Some of them,,No,0,,0,6-25,Male
922,Yes,1,Maybe,0,Some of them,0,28,0,No,Don't know,No,No,Don't know,No,No,Yes,1,Some of them,Sometimes,Maybe,1,,0,26-100,Male
557,Don't know,1,Yes,1,No,0,33,0,Maybe,Don't know,No,Don't know,Don't know,Don't know,No,Don't know,0,Some of them,,No,0,I'm afraid I haven't seen mental health issues arise at work yet. They are very accommodating with maternity leave but I don't know how that translates to anything else.,0,26-100,M
939,Yes,1,Maybe,1,Yes,0,44,0,Maybe,Yes,No,Yes,Somewhat difficult,Yes,Yes,No,1,Some of them,Sometimes,Maybe,1,,1,6-25,male
921,Yes,1,Maybe,0,Some of them,0,35,0,No,Yes,No,Yes,Somewhat difficult,No,Yes,No,1,Some of them,Rarely,No,1,,0,26-100,Male
1127,Yes,1,Yes,1,Yes,1,-1,1,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes,1,Yes,Often,Yes,1,password: testered,1,1-5,p
610,No,1,No,1,Yes,0,32,0,Maybe,Yes,Maybe,No,Somewhat easy,No,Yes,Yes,0,Some of them,Sometimes,No,1,I went through a divorce and was pretty depressed I went to therapy and my boss (one of the owners) was extremely supportive. I'm not sure I would have got through that rough time with out my co-workers and boss.,0,6-25,Male
1210,No,18,Maybe,1,No,0,24,0,No,Don't know,No,No,Don't know,No,No,Don't know,1,No,,Maybe,0,,0,1-5,male
188,Don't know,3,No,1,Yes,0,23,0,Yes,Don't know,Maybe,No,Don't know,No,No,Don't know,1,Some of them,,No,0,,1,1-5,male
40,No,3,Maybe,1,No,1,24,0,Yes,Don't know,No,No,Don't know,No,No,No,0,Some of them,Sometimes,Maybe,1,,0,6-25,Male
723,Don't know,1,Yes,1,Yes,0,25,0,No,Don't know,No,Don't know,Don't know,Yes,No,No,1,Some of them,Never,No,1,,1,6-25,Male
764,Don't know,1,Yes,1,No,0,27,0,Maybe,Don't know,No,Don't know,Somewhat easy,Yes,Not sure,No,0,Some of them,Sometimes,No,1,,0,100-500,Female
704,Yes,1,Yes,0,No,0,43,0,No,Don't know,No,Yes,Somewhat easy,No,Not sure,No,1,No,Sometimes,No,1,,0,26-100,M
1014,Yes,1,Yes,1,Some of them,0,31,0,Maybe,Yes,No,Yes,Don't know,Yes,Not sure,Yes,0,Some of them,Sometimes,Maybe,0,,0,More than 1000,male
316,Don't know,1,Maybe,0,No,0,29,0,Maybe,Don't know,No,Don't know,Don't know,No,Not sure,Don't know,0,No,,No,0,,0,100-500,M
214,Yes,1,No,0,Yes,0,32,0,Yes,Yes,No,Don't know,Very easy,Don't know,Yes,Yes,0,Yes,Sometimes,No,1,,0,100-500,f
1154,Don't know,1,Yes,0,Some of them,0,39,0,Maybe,Don't know,No,No,Somewhat easy,No,Not sure,Don't know,1,Some of them,Often,No,1,,0,26-100,Male
1083,Don't know,2,No,0,Some of them,0,34,0,No,Don't know,No,Don't know,Somewhat easy,Yes,No,Yes,1,Some of them,Often,No,1,,0,26-100,female
362,No,1,Maybe,0,Yes,0,26,1,Yes,No,No,Don't know,Don't know,No,No,No,1,Some of them,Rarely,No,1,,1,100-500,male
1025,Don't know,1,Maybe,1,Some of them,0,42,0,No,Don't know,No,Don't know,Don't know,No,No,Don't know,1,Some of them,Sometimes,Maybe,1,,1,6-25,M
260,Yes,1,Maybe,1,No,0,27,0,Maybe,Yes,No,No,Don't know,No,No,Don't know,0,Yes,Rarely,Maybe,1,,0,6-25,Female
19,No,5,No,1,Some of them,0,36,1,Maybe,Yes,Maybe,No,Somewhat easy,Yes,No,Don't know,1,Some of them,,No,0,,1,6-25,Male
479,Don't know,1,Maybe,1,Yes,0,30,0,Maybe,Don't know,No,No,Don't know,No,Not sure,Don't know,0,Some of them,,No,0,,0,100-500,female
30,No,3,Yes,1,Some of them,0,32,0,Maybe,Don't know,No,No,Don't know,No,No,No,0,Some of them,Never,Yes,0,,1,6-25,Male
512,Don't know,1,Maybe,1,No,0,29,0,Maybe,Don't know,No,Don't know,Don't know,No,Not sure,Don't know,0,No,,No,0,,0,More than 1000,M
895,Don't know,1,No,0,Yes,0,51,0,No,Don't know,No,Don't know,Somewhat difficult,No,Not sure,Don't know,0,Some of them,,No,0,,0,100-500,m
1217,No,18,Yes,1,Some of them,0,42,0,No,No,No,No,Somewhat difficult,No,Yes,No,0,Some of them,Never,Yes,0,,0,26-100,male
870,Yes,1,No,1,Yes,0,56,0,Yes,Yes,Yes,Yes,Somewhat easy,Don't know,Yes,Yes,0,Yes,Rarely,No,1,,1,More than 1000,m
253,Don't know,3,Maybe,0,Yes,0,27,0,No,No,No,Don't know,Very easy,Don't know,Not sure,Don't know,0,Yes,,Maybe,0,,0,100-500,Male
664,Don't know,21,No,0,Some of them,0,30,0,No,Yes,No,No,Very easy,No,No,Don't know,0,Some of them,Sometimes,No,0,,0,More than 1000,Male
822,No,1,Yes,1,No,0,38,0,No,No,No,No,Very difficult,No,Yes,Don't know,0,No,Never,Yes,0,,1,More than 1000,M
590,Yes,1,Maybe,1,Some of them,1,34,0,Yes,Don't know,No,No,Don't know,No,Yes,Don't know,1,Some of them,Sometimes,No,1,,1,26-100,Male
646,No,18,Maybe,1,Some of them,0,25,0,Maybe,Don't know,No,No,Don't know,No,No,No,1,Some of them,Sometimes,No,1,,0,26-100,Male
897,No,11,Maybe,1,Some of them,0,34,1,No,Yes,No,No,Somewhat difficult,No,Not sure,Don't know,0,Some of them,Sometimes,Maybe,1,To be self employed helps but also brings you in touch with lots of new people that you might have to explain yourself to.,1,1-5,male
962,Don't know,11,Yes,0,No,0,35,1,Maybe,Don't know,No,No,Somewhat difficult,No,No,Don't know,0,Yes,Sometimes,Maybe,1,,1,26-100,male
264,No,2,Maybe,1,Yes,0,43,1,Yes,Don't know,Yes,No,Somewhat easy,No,Not sure,Don't know,0,Yes,,No,0,,1,6-25,Male
363,Yes,1,No,0,Yes,0,32,0,Yes,Yes,No,Yes,Don't know,Yes,Yes,Yes,1,Some of them,Rarely,No,1,,0,More than 1000,Male
1134,No,27,Yes,1,No,1,27,0,Maybe,No,No,Yes,Somewhat difficult,No,Yes,No,0,No,Rarely,No,0,,0,26-100,M
101,Yes,1,Maybe,1,Some of them,0,44,0,No,Don't know,No,Don't know,Don't know,Don't know,Not sure,Don't know,0,No,Never,Maybe,0,,0,100-500,Female
906,Yes,1,Yes,1,No,0,30,0,No,Don't know,No,Yes,Don't know,Yes,No,Don't know,0,No,,Maybe,0,,1,More than 1000,Male
588,No,1,Maybe,1,Yes,0,31,0,Maybe,Don't know,No,No,Somewhat easy,No,No,Don't know,1,Yes,Sometimes,No,1,,0,6-25,Male
658,Yes,3,Maybe,1,Yes,0,30,0,Yes,Yes,No,Don't know,Don't know,No,Yes,Yes,1,Some of them,Sometimes,No,1,,0,More than 1000,M
852,No,3,Maybe,0,Some of them,0,21,0,Maybe,Yes,No,No,Somewhat easy,No,No,Don't know,1,Some of them,Never,No,0,,0,6-25,Male
315,Don't know,1,Maybe,0,Some of them,0,30,0,No,Don't know,No,Don't know,Don't know,No,Not sure,Don't know,0,Some of them,,Maybe,0,,0,6-25,male
655,No,37,Maybe,1,Yes,0,25,0,Yes,Don't know,No,No,Don't know,No,No,Don't know,0,Yes,,No,0,,0,6-25,Male
608,Don't know,1,No,1,Yes,0,27,0,Maybe,Don't know,No,No,Don't know,No,No,Yes,0,Yes,,No,0,,0,26-100,Male
1166,Yes,1,Maybe,0,No,0,29,0,Maybe,Don't know,No,Yes,Don't know,Yes,Yes,Don't know,1,Some of them,Sometimes,No,1,,0,26-100,Male
632,No,11,No,1,Yes,0,31,0,Maybe,No,Maybe,No,Very easy,No,No,Yes,0,Yes,Sometimes,No,0,,1,6-25,Male
54,No,8,No,1,No,0,28,0,Maybe,Don't know,No,No,Don't know,No,No,Don't know,0,No,,No,0,,0,100-500,M
693,Yes,2,No,1,Yes,0,28,0,No,Don't know,No,Don't know,Somewhat easy,Don't know,Not sure,Don't know,0,Some of them,,No,0,I am a contractor so my lack of knowledge of workplace wellness stems directly from my lack of access to that material since I am not covered by it. I am aware that mental health services are available and am aware of a colleague who has taken a leave of absence to deal with mental health issues but am otherwise uninformed.,0,More than 1000,Female
589,No,1,No,1,Yes,0,43,0,Maybe,Don't know,No,No,Somewhat easy,No,Yes,Don't know,0,Yes,Sometimes,No,1,,0,6-25,Male
1131,No,3,Maybe,1,No,1,32,0,No,Don't know,No,No,Don't know,No,No,Don't know,0,No,,No,0,,0,26-100,male
975,Don't know,11,No,1,Some of them,0,26,0,Maybe,Don't know,Maybe,Don't know,Don't know,Don't know,No,Don't know,0,Some of them,,No,0,,0,500-1000,male
1140,No,44,No,1,Yes,0,26,0,Yes,Yes,Yes,No,Very difficult,No,Yes,Don't know,0,Yes,Often,No,1,,0,26-100,Male
716,Yes,11,Maybe,1,Yes,0,25,0,Yes,Yes,Yes,Yes,Somewhat easy,Don't know,Yes,Yes,0,Some of them,,Maybe,0,,0,500-1000,Male
47,No,1,No,1,Yes,0,34,0,Yes,Don't know,Maybe,No,Don't know,No,No,Don't know,0,Yes,,No,0,,0,6-25,Male
828,Don't know,3,Maybe,1,No,0,29,0,Maybe,Don't know,No,No,Don't know,No,No,Don't know,0,Some of them,Rarely,No,1,,0,6-25,female
495,Yes,1,Maybe,1,Some of them,1,23,0,No,Don't know,No,No,Don't know,Don't know,Not sure,Yes,1,Some of them,Often,No,1,,0,More than 1000,Female
713,Yes,1,Maybe,1,Some of them,0,29,0,No,Yes,No,Yes,Don't know,No,Yes,No,0,Some of them,Never,No,0,,0,6-25,Male
724,No,1,No,0,Yes,0,33,0,Maybe,Don't know,Maybe,No,Don't know,No,Yes,Don't know,1,Some of them,Sometimes,No,1,,0,1-5,Male
899,Don't know,1,No,1,Yes,0,24,0,Maybe,Don't know,No,Don't know,Somewhat easy,No,No,No,0,Some of them,Sometimes,No,0,,1,26-100,Male
278,Yes,1,Maybe,0,Some of them,0,28,0,No,Don't know,No,Don't know,Very easy,Yes,Yes,Yes,0,Some of them,Rarely,No,1,,0,100-500,male
867,No,1,Maybe,1,Yes,0,39,0,Maybe,Don't know,Maybe,No,Very difficult,No,Yes,No,0,Some of them,,Maybe,0,Thank you for all you are doing to study this topic and raise awareness in our communities. ,1,1-5,M
366,Yes,1,No,1,Yes,0,35,0,No,Yes,No,Yes,Very easy,Yes,No,Don't know,1,Some of them,,No,0,,0,More than 1000,Male
1196,Don't know,18,Maybe,1,No,0,35,0,Maybe,No,No,No,Don't know,No,No,No,0,Some of them,Rarely,No,0,,0,1-5,Female
279,Don't know,1,Maybe,1,No,0,23,0,Maybe,Don't know,No,Don't know,Don't know,No,No,No,1,Some of them,Sometimes,No,0,,0,100-500,Male
477,Don't know,11,No,1,Yes,0,23,1,Yes,Don't know,Maybe,Don't know,Don't know,Don't know,No,Don't know,1,Yes,Often,Maybe,1,you rock for doing this!,1,26-100,male
1142,No,26,Yes,0,No,1,28,0,No,Don't know,No,No,Somewhat easy,No,No,Don't know,0,No,Sometimes,Maybe,0,,0,More than 1000,male
